id,result,status,true_status,transcript,duration,call_status,prompt,human_text,answer_to_usage,intent,human_full,has_usage,is_true_stay
5808935,согласие,угроза оттока не подтверждена,,"bot: Добрый день! Компания t2, меня зовут Ольга. Звоню по корпоративному договору, меня хорошо слышно?; human: да конечно у меня что требуется; bot: Отлично!; bot: Дело в том, что мы заметили снижение трафика по вашему контракту.; bot: Подскажите, пожалуйста, планируете ли вы пользоваться нашими услугами дальше?; human: да конечно; bot: Нам очень приятно, что остаётесь с нами. Если у вас возникнут вопросы, обязательно обращайтесь. Мм…; bot: Спасибо за уделенное время, хорошего вам дня!",38,200 OK,"hello_main, hello_thanks, clarification_main, clarification_main_tail, clarification_not_outflow, final_hangup",да конечно у меня что требуется да конечно,да конечно,stay,: да конечно у меня что требуется : да конечно,False,True
5809223,согласие,угроза оттока не подтверждена,,"bot: Добрый день! Это компания t2, корпоративный отдел, Ольга. Минуту уделите, пожалуйста?; human: прослушаю; bot: Отлично!; bot: Дело в том, что мы заметили снижение трафика по вашему контракту.; bot: Подскажите, пожалуйста, планируете ли вы пользоваться нашими услугами дальше?; human: как вы замечаете снижение трафика если у нас каждый месяц 1 и та же сумма вот 2 вот 1 и та же 800 рут рублей и как она снижается трафик или как оно это самое; bot: Мы видим, что вы стали меньше пользоваться корпоративной связью. Уточните, пожалуйста, планируете ли продолжить пользоваться нашими услугами?; human: планирую планируем да; bot: Нам очень приятно, что остаётесь с нами. Если у вас возникнут вопросы, обязательно обращайтесь. Мм…; bot: Спасибо за уделенное время, хорошего вам дня!",54,200 OK,"hello_main, hello_thanks, clarification_main, clarification_main_tail, clarification_default_1, clarification_not_outflow, final_hangup",прослушаю как вы замечаете снижение трафика если у нас каждый месяц 1 и та же сумма вот 2 вот 1 и та же 800 рут рублей и как она снижается трафик или как оно это самое планирую планируем да,как вы замечаете снижение трафика если у нас каждый месяц 1 и та же сумма вот 2 вот 1 и та же 800 рут рублей и как она снижается трафик или как оно это самое,unclear,: прослушаю : как вы замечаете снижение трафика если у нас каждый месяц 1 и та же сумма вот 2 вот 1 и та же 800 рут рублей и как она снижается трафик или как оно это самое : планирую планируем да,True,True
5816556,согласие,угроза оттока не подтверждена,,"bot: Добрый день! Это компания t2, корпоративный отдел, Ольга. Минуту уделите, пожалуйста?; human: да да здравствуйте; bot: Отлично!; bot: Дело в том, что мы заметили снижение трафика по вашему контракту.; bot: Подскажите, пожалуйста, планируете ли вы пользоваться нашими услугами дальше?; human: да мы пользуемся; bot: Нам очень приятно, что остаётесь с нами. Если у вас возникнут вопросы, обязательно обращайтесь. Мм…; bot: Спасибо за уделенное время, хорошего вам дня!",32,200 OK,"hello_main, hello_thanks, clarification_main, clarification_main_tail, clarification_not_outflow, final_hangup",да да здравствуйте да мы пользуемся,да мы пользуемся,stay,: да да здравствуйте : да мы пользуемся,True,True
5826299,согласие,угроза оттока не подтверждена,,"bot: Добрый день! Компания t2, меня зовут Ольга. Звоню по корпоративному договору, меня хорошо слышно?; human: слушаю дальше что; bot: Отлично!; bot: Дело в том, что мы заметили снижение трафика по вашему контракту.; bot: Подскажите, пожалуйста, планируете ли вы пользоваться нашими услугами дальше?; human: да; bot: Нам очень приятно, что остаётесь с нами. Если у вас возникнут вопросы, обязательно обращайтесь. Мм…; bot: Спасибо за уделенное время, хорошего вам дня!",33,200 OK,"hello_main, hello_thanks, clarification_main, clarification_main_tail, clarification_not_outflow, final_hangup",слушаю дальше что да,да,stay,: слушаю дальше что : да,False,True
5828950,согласие,угроза оттока не подтверждена,,"bot: Добрый день! Меня зовут Ольга, корпоративный отдел компании t2. Вам удобно сейчас минуту уделить?; human: слушаю говорите; bot: Отлично!; bot: Дело в том, что мы заметили снижение трафика по вашему контракту.; bot: Подскажите, пожалуйста, планируете ли вы пользоваться нашими услугами дальше?; human: да; bot: Нам очень приятно, что остаётесь с нами. Если у вас возникнут вопросы, обязательно обращайтесь. Мм…; bot: Спасибо за уделенное время, хорошего вам дня!",32,200 OK,"hello_main, hello_thanks, clarification_main, clarification_main_tail, clarification_not_outflow, final_hangup",слушаю говорите да,да,stay,: слушаю говорите : да,False,True
5830418,согласие,угроза оттока не подтверждена,,"bot: Добрый день! Корпоративный отдел компании t2, меня зову Ольга. Меня слышно, да?; human: теле 2 слышно; bot: У меня один короткий вопрос по вашему договору. Мм…; bot: Дело в том, что мы заметили снижение трафика по вашему контракту.; bot: Подскажите, пожалуйста, планируете ли вы пользоваться нашими услугами дальше?; human: т 2 это кто это теле 2; bot: Это компания ""t2"", ранее вы нас знали как ""Теле2"".; human: теле 2 да да я пользуюсь этой сим картой; bot: Это компания ""t2"", ранее вы нас знали как ""Теле2"".; human: и дальше планирую пользоваться; bot: Нам очень приятно, что остаётесь с нами. Если у вас возникнут вопросы, обязательно обращайтесь. Мм…; bot: Спасибо за уделенное время, хорошего вам дня!",52,200 OK,"hello_main, hello_default, clarification_main, clarification_main_tail, clarification_what_company, clarification_what_company, clarification_not_outflow, final_hangup",теле 2 слышно т 2 это кто это теле 2 теле 2 да да я пользуюсь этой сим картой и дальше планирую пользоваться,т 2 это кто это теле 2,unclear,: теле 2 слышно : т 2 это кто это теле 2 : теле 2 да да я пользуюсь этой сим картой : и дальше планирую пользоваться,True,True
5832356,согласие,угроза оттока не подтверждена,,"bot: Добрый день! Это компания t2, корпоративный отдел, Ольга. Минуту уделите, пожалуйста?; human: слушаю; bot: Отлично!; bot: Дело в том, что мы заметили снижение трафика по вашему контракту.; bot: Подскажите, пожалуйста, планируете ли вы пользоваться нашими услугами дальше?; human: да; bot: Нам очень приятно, что остаётесь с нами. Если у вас возникнут вопросы, обязательно обращайтесь. Мм…; bot: Спасибо за уделенное время, хорошего вам дня!",44,200 OK,"hello_main, hello_thanks, clarification_main, clarification_main_tail, clarification_not_outflow, final_hangup",слушаю да,да,stay,: слушаю : да,False,True
5834288,согласие,угроза оттока не подтверждена,,"bot: Добрый день! Меня зовут Ольга, корпоративный отдел компании t2. Вам удобно сейчас минуту уделить?; human: да слушаю вас; bot: Отлично!; bot: Дело в том, что мы заметили снижение трафика по вашему контракту.; bot: Подскажите, пожалуйста, планируете ли вы пользоваться нашими услугами дальше?; human: а что значит снижение трафика сколько было столько есть; bot: Мм, мои коллеги заметили, что по вашему договору корпоративной связи снизился трафик. Ну то есть меньше звонков стало совершаться, активность уменьшилась. Поэтому хотим уточнить, планируете ли вы пользоваться нашими услугами дальше?; human: ну мы же платим абонентскую плату; bot: Мы видим, что вы стали меньше пользоваться корпоративной связью. Уточните, пожалуйста, планируете ли продолжить пользоваться нашими услугами?; human: как я могу контролировать сколько минут кто поговорить мы пользуемся вашими услугами; bot: Нам очень приятно, что остаётесь с нами. Если у вас возникнут вопросы, обязательно обращайтесь. Мм…; bot: Спасибо за уделенное время, хорошего вам дня!",64,200 OK,"hello_main, hello_thanks, clarification_main, clarification_main_tail, clarification_dont_understand_1, clarification_default_1, clarification_not_outflow, final_hangup",да слушаю вас а что значит снижение трафика сколько было столько есть ну мы же платим абонентскую плату как я могу контролировать сколько минут кто поговорить мы пользуемся вашими услугами,а что значит снижение трафика сколько было столько есть,unclear,: да слушаю вас : а что значит снижение трафика сколько было столько есть : ну мы же платим абонентскую плату : как я могу контролировать сколько минут кто поговорить мы пользуемся вашими услугами,True,True
5836513,согласие,угроза оттока не подтверждена,,"bot: Добрый день! Компания t2, меня зовут Ольга. Звоню по корпоративному договору, меня хорошо слышно?; human: да слушаю вас; bot: Отлично!; bot: Дело в том, что мы заметили снижение трафика по вашему контракту.; bot: Подскажите, пожалуйста, планируете ли вы пользоваться нашими услугами дальше?; human: вы знаете занимается этим другой поэтому давайте я передам ваш контакты; bot: Нам очень приятно, что остаётесь с нами. Если у вас возникнут вопросы, обязательно обращайтесь. Мм…; bot: Спасибо за уделенное время, хорошего вам дня!",37,200 OK,"hello_main, hello_thanks, clarification_main, clarification_main_tail, clarification_not_outflow, final_hangup",да слушаю вас вы знаете занимается этим другой поэтому давайте я передам ваш контакты,вы знаете занимается этим другой поэтому давайте я передам ваш контакты,stay,: да слушаю вас : вы знаете занимается этим другой поэтому давайте я передам ваш контакты,False,True
5844287,согласие,угроза оттока не подтверждена,,"bot: Добрый день! Корпоративный отдел компании t2, меня зову Ольга. Меня слышно, да?; human: да да слышно; bot: Отлично!; bot: Дело в том, что мы заметили снижение трафика по вашему контракту.; bot: Подскажите, пожалуйста, планируете ли вы пользоваться нашими услугами дальше?; human: да мы; bot: Нам очень приятно, что остаётесь с нами. Если у вас возникнут вопросы, обязательно обращайтесь. Мм…; bot: Спасибо за уделенное время, хорошего вам дня!",36,200 OK,"hello_main, hello_thanks, clarification_main, clarification_main_tail, clarification_not_outflow, final_hangup",да да слышно да мы,да мы,stay,: да да слышно : да мы,False,True
5844535,согласие,угроза оттока не подтверждена,,"bot: Добрый день! Меня зовут Ольга, корпоративный отдел компании t2. Вам удобно сейчас минуту уделить?; human: алло; bot: У меня один короткий вопрос по вашему договору. Мм…; bot: Дело в том, что мы заметили снижение трафика по вашему контракту.; human: да я слушаю; bot: Подскажите, пожалуйста, планируете ли вы пользоваться нашими услугами дальше?; human: да да да; bot: Нам очень приятно, что остаётесь с нами. Если у вас возникнут вопросы, обязательно обращайтесь. Мм…; bot: Спасибо за уделенное время, хорошего вам дня!",39,200 OK,"hello_main, hello_default, clarification_main, clarification_main_tail, clarification_not_outflow, final_hangup",алло да я слушаю да да да,да да да,stay,: алло : да я слушаю : да да да,False,True
5854165,согласие,угроза оттока не подтверждена,,"bot: Добрый день! Компания t2, меня зовут Ольга. Звоню по корпоративному договору, меня хорошо слышно?; human: алло хорошо; bot: Отлично!; bot: Дело в том, что мы заметили снижение трафика по вашему контракту.; bot: Подскажите, пожалуйста, планируете ли вы пользоваться нашими услугами дальше?; human: ну планируем мы пользуемся вроде как; bot: Нам очень приятно, что остаётесь с нами. Если у вас возникнут вопросы, обязательно обращайтесь. Мм…; bot: Спасибо за уделенное время, хорошего вам дня!",35,200 OK,"hello_main, hello_thanks, clarification_main, clarification_main_tail, clarification_not_outflow, final_hangup",алло хорошо ну планируем мы пользуемся вроде как,ну планируем мы пользуемся вроде как,stay,: алло хорошо : ну планируем мы пользуемся вроде как,True,True
5858540,согласие,угроза оттока не подтверждена,,"bot: Добрый день! Компания t2, меня зовут Ольга. Звоню по корпоративному договору, меня хорошо слышно?; human: да да; bot: Отлично!; bot: Дело в том, что мы заметили снижение трафика по вашему контракту.; bot: Подскажите, пожалуйста, планируете ли вы пользоваться нашими услугами дальше?; human: да; bot: Нам очень приятно, что остаётесь с нами. Если у вас возникнут вопросы, обязательно обращайтесь. Мм…; bot: Спасибо за уделенное время, хорошего вам дня!",40,200 OK,"hello_main, hello_thanks, clarification_main, clarification_main_tail, clarification_not_outflow, final_hangup",да да да,да,stay,: да да : да,False,True
5864025,согласие,угроза оттока не подтверждена,,"bot: Добрый день! Компания t2, меня зовут Ольга. Звоню по корпоративному договору, меня хорошо слышно?; human: слушаю да; bot: Отлично!; bot: Дело в том, что мы заметили снижение трафика по вашему контракту.; bot: Подскажите, пожалуйста, планируете ли вы пользоваться нашими услугами дальше?; human: я пользуюсь так как пользуюсь; bot: Нам очень приятно, что остаётесь с нами. Если у вас возникнут вопросы, обязательно обращайтесь. Мм…; bot: Спасибо за уделенное время, хорошего вам дня!",34,200 OK,"hello_main, hello_thanks, clarification_main, clarification_main_tail, clarification_not_outflow, final_hangup",слушаю да я пользуюсь так как пользуюсь,я пользуюсь так как пользуюсь,unclear,: слушаю да : я пользуюсь так как пользуюсь,True,True
5864598,согласие,угроза оттока не подтверждена,,"bot: Добрый день! Корпоративный отдел компании t2, меня зову Ольга. Меня слышно, да?; human: да; bot: Отлично!; bot: Дело в том, что мы заметили снижение трафика по вашему контракту.; bot: Подскажите, пожалуйста, планируете ли вы пользоваться нашими услугами дальше?; human: ой планирую; bot: Нам очень приятно, что остаётесь с нами. Если у вас возникнут вопросы, обязательно обращайтесь. Мм…; bot: Спасибо за уделенное время, хорошего вам дня!",35,200 OK,"hello_main, hello_thanks, clarification_main, clarification_main_tail, clarification_not_outflow, final_hangup",да ой планирую,ой планирую,unclear,: да : ой планирую,True,True
5864696,согласие,угроза оттока не подтверждена,,"bot: Добрый день! Корпоративный отдел компании t2, меня зову Ольга. Меня слышно, да?; human: алло слышно; bot: У меня один короткий вопрос по вашему договору. Мм…; bot: Дело в том, что мы заметили снижение трафика по вашему контракту.; bot: Подскажите, пожалуйста, планируете ли вы пользоваться нашими услугами дальше?; human: до конца года да; bot: Нам очень приятно, что остаётесь с нами. Если у вас возникнут вопросы, обязательно обращайтесь. Мм…; bot: Спасибо за уделенное время, хорошего вам дня!",35,200 OK,"hello_main, hello_default, clarification_main, clarification_main_tail, clarification_not_outflow, final_hangup",алло слышно до конца года да,до конца года да,stay,: алло слышно : до конца года да,False,True
5869458,согласие,угроза оттока не подтверждена,,"bot: Добрый день! Меня зовут Ольга, корпоративный отдел компании t2. Вам удобно сейчас минуту уделить?; human: слушаю вас; bot: Отлично!; bot: Дело в том, что мы заметили снижение трафика по вашему контракту.; bot: Подскажите, пожалуйста, планируете ли вы пользоваться нашими услугами дальше?; human: не совсем понимаю ваш вопрос я каждый месяц оплачиваю; bot: Мм, мои коллеги заметили, что по вашему договору корпоративной связи снизился трафик. Ну то есть меньше звонков стало совершаться, активность уменьшилась. Поэтому хотим уточнить, планируете ли вы пользоваться нашими услугами дальше?; human: 1000 вообще да мне нужна связь; bot: Мы видим, что вы стали меньше пользоваться корпоративной связью. Уточните, пожалуйста, планируете ли продолжить пользоваться нашими услугами?; human: оплачиваю каждый месяц вообще планирую; bot: Нам очень приятно, что остаётесь с нами. Если у вас возникнут вопросы, обязательно обращайтесь. Мм…; bot: Спасибо за уделенное время, хорошего вам дня!",67,200 OK,"hello_main, hello_thanks, clarification_main, clarification_main_tail, clarification_dont_understand_1, clarification_default_1, clarification_not_outflow, final_hangup",слушаю вас не совсем понимаю ваш вопрос я каждый месяц оплачиваю 1000 вообще да мне нужна связь оплачиваю каждый месяц вообще планирую,не совсем понимаю ваш вопрос я каждый месяц оплачиваю,unclear,: слушаю вас : не совсем понимаю ваш вопрос я каждый месяц оплачиваю : 1000 вообще да мне нужна связь : оплачиваю каждый месяц вообще планирую,True,True
5877048,согласие,угроза оттока не подтверждена,,"bot: Добрый день! Это Ольга из компании t2. Мы с вами созванивались уже, но разговор прервался. Удобно сейчас?; human: а что вы хотите; bot: У меня короткий вопрос по вашему договору, буквально минута.; bot: Дело в том, что мы заметили снижение трафика по вашему контракту.; human: угу; bot: Подскажите, пожалуйста, планируете ли вы пользоваться нашими услугами дальше?; human: ну вообще да просто у нас работает с приборами приборах используют; bot: Нам очень приятно, что остаётесь с нами. Если у вас возникнут вопросы, обязательно обращайтесь. Мм…; bot: Спасибо за уделенное время, хорошего вам дня!",44,200 OK,"hello_main_recall, hello_wrong_time, clarification_main, clarification_main_tail, clarification_not_outflow, final_hangup",а что вы хотите угу ну вообще да просто у нас работает с приборами приборах используют,ну вообще да просто у нас работает с приборами приборах используют,stay,: а что вы хотите : угу : ну вообще да просто у нас работает с приборами приборах используют,True,True
5884855,согласие,угроза оттока не подтверждена,,"bot: Добрый день! Это компания t2, корпоративный отдел, Ольга. Минуту уделите, пожалуйста?; bot: Алло, слышно меня?; human: но мне же малышом еще надо следить; bot: У меня один короткий вопрос по вашему договору. Мм…; bot: Дело в том, что мы заметили снижение трафика по вашему контракту.; bot: Подскажите, пожалуйста, планируете ли вы пользоваться нашими услугами дальше?; human: да; bot: Нам очень приятно, что остаётесь с нами. Если у вас возникнут вопросы, обязательно обращайтесь. Мм…; bot: Спасибо за уделенное время, хорошего вам дня!",46,200 OK,"hello_main, hello_null_1, hello_default, clarification_main, clarification_main_tail, clarification_not_outflow, final_hangup",но мне же малышом еще надо следить да,да,stay,: но мне же малышом еще надо следить : да,False,True
5889666,согласие,угроза оттока не подтверждена,,"bot: Добрый день! Меня зовут Ольга, корпоративный отдел компании t2. Вам удобно сейчас минуту уделить?; bot: Алло, слышно меня?; human: быстро слышно; bot: Отлично!; bot: Дело в том, что мы заметили снижение трафика по вашему контракту.; bot: Подскажите, пожалуйста, планируете ли вы пользоваться нашими услугами дальше?; bot: Алло?; bot: Вас не слышно; human: в чем; bot: Мы видим, что вы стали меньше пользоваться корпоративной связью. Уточните, пожалуйста, планируете ли продолжить пользоваться нашими услугами?; human: вроде как планируем просто у нас; bot: Нам очень приятно, что остаётесь с нами. Если у вас возникнут вопросы, обязательно обращайтесь. Мм…; bot: Спасибо за уделенное время, хорошего вам дня!",73,200 OK,"hello_main, hello_null_1, hello_thanks, clarification_main, clarification_main_tail, clarification_null_1, clarification_null_2, clarification_default_1, clarification_not_outflow, final_hangup",быстро слышно в чем вроде как планируем просто у нас,в чем,unclear,: быстро слышно : в чем : вроде как планируем просто у нас,True,True
5897920,согласие,угроза оттока не подтверждена,,"bot: Добрый день! Компания t2, меня зовут Ольга. Звоню по корпоративному договору, меня хорошо слышно?; human: по корпоративному договору пожалуйста позвоните по номеру которому; bot: У меня один короткий вопрос по вашему договору. Мм…; bot: Дело в том, что мы заметили снижение трафика по вашему контракту.; human: что с ним; bot: Подскажите, пожалуйста, планируете ли вы пользоваться нашими услугами дальше?; human: возможно да; bot: Нам очень приятно, что остаётесь с нами. Если у вас возникнут вопросы, обязательно обращайтесь. Мм…; bot: Спасибо за уделенное время, хорошего вам дня!",39,200 OK,"hello_main, hello_default, clarification_main, clarification_main_tail, clarification_not_outflow, final_hangup",по корпоративному договору пожалуйста позвоните по номеру которому что с ним возможно да,возможно да,stay,: по корпоративному договору пожалуйста позвоните по номеру которому : что с ним : возможно да,False,True
5900235,согласие,угроза оттока не подтверждена,,"bot: Добрый день! Корпоративный отдел компании t2, меня зову Ольга. Меня слышно, да?; human: а да; bot: Отлично!; bot: Дело в том, что мы заметили снижение трафика по вашему контракту.; human: слушаю; bot: Подскажите, пожалуйста, планируете ли вы пользоваться нашими услугами дальше?; human: да планирую; bot: Нам очень приятно, что остаётесь с нами. Если у вас возникнут вопросы, обязательно обращайтесь. Мм…; bot: Спасибо за уделенное время, хорошего вам дня!",37,200 OK,"hello_main, hello_thanks, clarification_main, clarification_main_tail, clarification_not_outflow, final_hangup",а да слушаю да планирую,да планирую,stay,: а да : слушаю : да планирую,True,True
5900489,согласие,угроза оттока не подтверждена,,"bot: Добрый день! Корпоративный отдел компании t2, меня зову Ольга. Меня слышно, да?; human: да; bot: Отлично!; bot: Дело в том, что мы заметили снижение трафика по вашему контракту.; bot: Подскажите, пожалуйста, планируете ли вы пользоваться нашими услугами дальше?; human: да; bot: Нам очень приятно, что остаётесь с нами. Если у вас возникнут вопросы, обязательно обращайтесь. Мм…; bot: Спасибо за уделенное время, хорошего вам дня!",33,200 OK,"hello_main, hello_thanks, clarification_main, clarification_main_tail, clarification_not_outflow, final_hangup",да да,да,stay,: да : да,False,True
5900497,согласие,угроза оттока не подтверждена,,"bot: Добрый день! Корпоративный отдел компании t2, меня зову Ольга. Меня слышно, да?; human: да; bot: Отлично!; bot: Дело в том, что мы заметили снижение трафика по вашему контракту.; human: да да да да; bot: Подскажите, пожалуйста, планируете ли вы пользоваться нашими услугами дальше?; human: да планируем; bot: Нам очень приятно, что остаётесь с нами. Если у вас возникнут вопросы, обязательно обращайтесь. Мм…; bot: Спасибо за уделенное время, хорошего вам дня!",34,200 OK,"hello_main, hello_thanks, clarification_main, clarification_main_tail, clarification_not_outflow, final_hangup",да да да да да да планируем,да планируем,stay,: да : да да да да : да планируем,True,True
5918730,согласие,угроза оттока не подтверждена,,"bot: Добрый день! Это Ольга из компании t2. Мы с вами созванивались уже, но разговор прервался. Удобно сейчас?; human: да да; bot: Отлично!; bot: Дело в том, что мы заметили снижение трафика по вашему контракту.; bot: Подскажите, пожалуйста, планируете ли вы пользоваться нашими услугами дальше?; human: да планирую; bot: Нам очень приятно, что остаётесь с нами. Если у вас возникнут вопросы, обязательно обращайтесь. Мм…; bot: Спасибо за уделенное время, хорошего вам дня!",35,200 OK,"hello_main_recall, hello_thanks, clarification_main, clarification_main_tail, clarification_not_outflow, final_hangup",да да да планирую,да планирую,stay,: да да : да планирую,True,True
5920063,согласие,угроза оттока не подтверждена,,"bot: Добрый день! Компания t2, меня зовут Ольга. Звоню по корпоративному договору, меня хорошо слышно?; human: да хорошо слышно; bot: Отлично!; bot: Дело в том, что мы заметили снижение трафика по вашему контракту.; human: алло угу; bot: Подскажите, пожалуйста, планируете ли вы пользоваться нашими услугами дальше?; human: да пользуемся; bot: Нам очень приятно, что остаётесь с нами. Если у вас возникнут вопросы, обязательно обращайтесь. Мм…; bot: Спасибо за уделенное время, хорошего вам дня!",34,200 OK,"hello_main, hello_thanks, clarification_main, clarification_main_tail, clarification_not_outflow, final_hangup",да хорошо слышно алло угу да пользуемся,да пользуемся,stay,: да хорошо слышно : алло угу : да пользуемся,True,True
5921624,согласие,угроза оттока не подтверждена,,"bot: Добрый день! Компания t2, меня зовут Ольга. Звоню по корпоративному договору, меня хорошо слышно?; human: да хорошо слышно; bot: Отлично!; bot: Дело в том, что мы заметили снижение трафика по вашему контракту.; bot: Подскажите, пожалуйста, планируете ли вы пользоваться нашими услугами дальше?; human: планируем думаю; bot: Нам очень приятно, что остаётесь с нами. Если у вас возникнут вопросы, обязательно обращайтесь. Мм…; bot: Спасибо за уделенное время, хорошего вам дня!",44,200 OK,"hello_main, hello_thanks, clarification_main, clarification_main_tail, clarification_not_outflow, final_hangup",да хорошо слышно планируем думаю,планируем думаю,stay,: да хорошо слышно : планируем думаю,True,True
5922166,согласие,угроза оттока не подтверждена,,"bot: Добрый день! Компания t2, меня зовут Ольга. Звоню по корпоративному договору, меня хорошо слышно?; human: говорите; bot: Отлично!; bot: Дело в том, что мы заметили снижение трафика по вашему контракту.; bot: Подскажите, пожалуйста, планируете ли вы пользоваться нашими услугами дальше?; human: планируем; bot: Нам очень приятно, что остаётесь с нами. Если у вас возникнут вопросы, обязательно обращайтесь. Мм…; bot: Спасибо за уделенное время, хорошего вам дня!",37,200 OK,"hello_main, hello_thanks, clarification_main, clarification_main_tail, clarification_not_outflow, final_hangup",говорите планируем,планируем,stay,: говорите : планируем,True,True
5922259,согласие,угроза оттока не подтверждена,,"bot: Добрый день! Корпоративный отдел компании t2, меня зову Ольга. Меня слышно, да?; human: алло добрый добрый день слушаю да; bot: Отлично!; bot: Дело в том, что мы заметили снижение трафика по вашему контракту.; bot: Подскажите, пожалуйста, планируете ли вы пользоваться нашими услугами дальше?; human: ну мы пользуемся вашими услугами; bot: Нам очень приятно, что остаётесь с нами. Если у вас возникнут вопросы, обязательно обращайтесь. Мм…; bot: Спасибо за уделенное время, хорошего вам дня!",31,200 OK,"hello_main, hello_thanks, clarification_main, clarification_main_tail, clarification_not_outflow, final_hangup",алло добрый добрый день слушаю да ну мы пользуемся вашими услугами,ну мы пользуемся вашими услугами,stay,: алло добрый добрый день слушаю да : ну мы пользуемся вашими услугами,True,True
5927298,согласие,угроза оттока не подтверждена,,"bot: Добрый день! Меня зовут Ольга, корпоративный отдел компании t2. Вам удобно сейчас минуту уделить?; human: пожалуйста добавочный номер сотрудника или дождитесь ответа; human: и правильно здравствуйте; bot: Здравствуйте! Меня зовут Ольга, звоню из корпоративного отдела компании t2.; bot: Дело в том, что мы заметили снижение трафика по вашему контракту.; human: угу; bot: Подскажите, пожалуйста, планируете ли вы пользоваться нашими услугами дальше?; human: да более того у нас там идет активизации связанная т с по моему как то это вот так вот; bot: Нам очень приятно, что остаётесь с нами. Если у вас возникнут вопросы, обязательно обращайтесь. Мм…; bot: Спасибо за уделенное время, хорошего вам дня!",59,200 OK,"hello_main, hello_greetings, clarification_main, clarification_main_tail, clarification_not_outflow, final_hangup",пожалуйста добавочный номер сотрудника или дождитесь ответа и правильно здравствуйте угу да более того у нас там идет активизации связанная т с по моему как то это вот так вот,да более того у нас там идет активизации связанная т с по моему как то это вот так вот,stay,: пожалуйста добавочный номер сотрудника или дождитесь ответа : и правильно здравствуйте : угу : да более того у нас там идет активизации связанная т с по моему как то это вот так вот,False,True
5927514,согласие,угроза оттока не подтверждена,,"bot: Добрый день! Меня зовут Ольга, корпоративный отдел компании t2. Вам удобно сейчас минуту уделить?; human: алло; bot: У меня один короткий вопрос по вашему договору. Мм…; bot: Дело в том, что мы заметили снижение трафика по вашему контракту.; human: у; bot: Подскажите, пожалуйста, планируете ли вы пользоваться нашими услугами дальше?; human: да да пользовались номером пользоваться; bot: Нам очень приятно, что остаётесь с нами. Если у вас возникнут вопросы, обязательно обращайтесь. Мм…; bot: Спасибо за уделенное время, хорошего вам дня!",38,200 OK,"hello_main, hello_default, clarification_main, clarification_main_tail, clarification_not_outflow, final_hangup",алло у да да пользовались номером пользоваться,да да пользовались номером пользоваться,stay,: алло : у : да да пользовались номером пользоваться,False,True
